asset,dataset,model,strategy,auc,accuracy,trades,run_id
Oil,raw_ext,GRU,conservative,0.556796696880387,0.544137022397892,57,d_prod_20250914-055550
Oil,raw_ext,GRU,balanced,0.556796696880387,0.5335968379446641,89,d_prod_20250914-055550
Oil,raw_ext,GRU,aggressive,0.556796696880387,0.5507246376811594,115,d_prod_20250914-055550
