asset,dataset,model,strategy,auc,accuracy,trades,run_id
Gold,raw_base,LSTM,conservative,0.5990566037735849,0.47368421052631576,7,w_prod_20250914-054312
Gold,raw_base,LSTM,balanced,0.5990566037735849,0.49624060150375937,9,w_prod_20250914-054312
Gold,raw_base,LSTM,aggressive,0.5990566037735849,0.6165413533834586,4,w_prod_20250914-054312
