Date,signal,position,Close,strategy
2016-08-21,0,0,6.611999988555908,S2_meanrev
2016-08-28,0,0,6.65939998626709,S2_meanrev
2016-09-04,0,0,6.6682000160217285,S2_meanrev
2016-09-11,0,0,6.662799835205078,S2_meanrev
2016-09-18,0,0,6.671199798583984,S2_meanrev
2016-09-25,0,0,6.66379976272583,S2_meanrev
2016-10-02,0,0,6.668700218200684,S2_meanrev
2016-10-09,0,0,6.673699855804443,S2_meanrev
2016-10-16,0,0,6.729300022125244,S2_meanrev
2016-10-23,0,0,6.743000030517578,S2_meanrev
2016-10-30,0,0,6.784800052642822,S2_meanrev
2016-11-06,0,0,6.766200065612793,S2_meanrev
2016-11-13,0,0,6.801700115203857,S2_meanrev
2016-11-20,0,0,6.876599788665772,S2_meanrev
2016-11-27,0,0,6.9182000160217285,S2_meanrev
2016-12-04,0,0,6.876500129699707,S2_meanrev
2016-12-11,0,0,6.869900226593018,S2_meanrev
2016-12-18,0,0,6.934299945831299,S2_meanrev
2016-12-25,0,0,6.940400123596191,S2_meanrev
2017-01-01,0,0,6.945300102233887,S2_meanrev
2017-01-08,0,0,6.887899875640869,S2_meanrev
2017-01-15,0,0,6.894899845123291,S2_meanrev
2017-01-22,0,0,6.861299991607666,S2_meanrev
2017-01-29,0,0,6.878399848937988,S2_meanrev
2017-02-05,0,0,6.880000114440918,S2_meanrev
2017-02-12,0,0,6.868599891662598,S2_meanrev
2017-02-19,0,0,6.85260009765625,S2_meanrev
2017-02-26,0,0,6.865499973297119,S2_meanrev
2017-03-05,0,0,6.887599945068359,S2_meanrev
2017-03-12,0,0,6.910200119018555,S2_meanrev
2017-03-19,0,0,6.896699905395508,S2_meanrev
2017-03-26,0,0,6.885799884796143,S2_meanrev
2017-04-02,0,0,6.888999938964844,S2_meanrev
2017-04-09,0,0,6.897799968719482,S2_meanrev
2017-04-16,0,0,6.886499881744385,S2_meanrev
2017-04-23,0,0,6.881700038909912,S2_meanrev
2017-04-30,0,0,6.896900177001953,S2_meanrev
2017-05-07,0,0,6.895400047302246,S2_meanrev
2017-05-14,0,0,6.90369987487793,S2_meanrev
2017-05-21,0,0,6.889100074768066,S2_meanrev
2017-05-28,0,0,6.867700099945068,S2_meanrev
2017-06-04,0,0,6.808599948883057,S2_meanrev
2017-06-11,1,1,6.799200057983398,S2_meanrev
2017-06-18,0,1,6.808499813079834,S2_meanrev
2017-06-25,0,1,6.83459997177124,S2_meanrev
2017-07-02,0,1,6.785699844360352,S2_meanrev
2017-07-09,0,1,6.799900054931641,S2_meanrev
2017-07-16,0,1,6.782599925994873,S2_meanrev
2017-07-23,0,1,6.758900165557861,S2_meanrev
2017-07-30,0,1,6.739999771118164,S2_meanrev
2017-08-06,0,1,6.71560001373291,S2_meanrev
2017-08-13,0,1,6.6458001136779785,S2_meanrev
2017-08-20,0,1,6.677700042724609,S2_meanrev
2017-08-27,0,1,6.661300182342529,S2_meanrev
2017-09-03,0,1,6.589799880981445,S2_meanrev
2017-09-10,0,1,6.484600067138672,S2_meanrev
2017-09-17,0,1,6.554800033569336,S2_meanrev
2017-09-24,0,1,6.590000152587891,S2_meanrev
2017-10-01,0,1,6.664999961853027,S2_meanrev
2017-10-08,0,1,6.653900146484375,S2_meanrev
2017-10-15,0,1,6.5879998207092285,S2_meanrev
2017-10-22,0,1,6.614099979400635,S2_meanrev
2017-10-29,0,1,6.64109992980957,S2_meanrev
2017-11-05,0,1,6.608099937438965,S2_meanrev
2017-11-12,0,1,6.630300045013428,S2_meanrev
2017-11-19,0,1,6.627699851989746,S2_meanrev
2017-11-26,0,1,6.5833001136779785,S2_meanrev
2017-12-03,0,1,6.612100124359131,S2_meanrev
2017-12-10,0,0,6.618000030517578,S2_meanrev
2017-12-17,0,0,6.60860013961792,S2_meanrev
2017-12-24,0,0,6.585400104522705,S2_meanrev
2017-12-31,0,0,6.531599998474121,S2_meanrev
2018-01-07,1,1,6.493299961090088,S2_meanrev
2018-01-14,0,1,6.490200042724609,S2_meanrev
2018-01-21,0,1,6.420599937438965,S2_meanrev
2018-01-28,0,1,6.322800159454346,S2_meanrev
2018-02-04,0,1,6.298399925231934,S2_meanrev
2018-02-11,0,1,6.326300144195557,S2_meanrev
2018-02-18,0,1,6.3471999168396,S2_meanrev
2018-02-25,0,1,6.350200176239014,S2_meanrev
2018-03-04,0,1,6.357399940490723,S2_meanrev
2018-03-11,0,1,6.341599941253662,S2_meanrev
2018-03-18,0,1,6.320899963378906,S2_meanrev
2018-03-25,0,1,6.334700107574463,S2_meanrev
2018-04-01,0,1,6.288899898529053,S2_meanrev
2018-04-08,0,1,6.3024001121521,S2_meanrev
2018-04-15,0,1,6.290999889373779,S2_meanrev
2018-04-22,0,1,6.27810001373291,S2_meanrev
2018-04-29,0,1,6.335400104522705,S2_meanrev
2018-05-06,0,0,6.352700233459473,S2_meanrev
2018-05-13,0,0,6.348199844360352,S2_meanrev
2018-05-20,0,0,6.366199970245361,S2_meanrev
2018-05-27,0,0,6.376399993896484,S2_meanrev
2018-06-03,0,0,6.409299850463867,S2_meanrev
2018-06-10,0,0,6.392099857330322,S2_meanrev
2018-06-17,0,0,6.4045000076293945,S2_meanrev
2018-06-24,0,0,6.492099761962891,S2_meanrev
2018-07-01,0,0,6.627399921417236,S2_meanrev
2018-07-08,0,0,6.636799812316895,S2_meanrev
2018-07-15,0,0,6.665900230407715,S2_meanrev
2018-07-22,0,0,6.771699905395508,S2_meanrev
2018-07-29,0,0,6.782800197601318,S2_meanrev
2018-08-05,0,0,6.832799911499023,S2_meanrev
2018-08-12,0,0,6.817200183868408,S2_meanrev
2018-08-19,0,0,6.881499767303467,S2_meanrev
2018-08-26,0,0,6.877500057220459,S2_meanrev
2018-09-02,0,0,6.843100070953369,S2_meanrev
2018-09-09,0,0,6.834400177001953,S2_meanrev
2018-09-16,0,0,6.842899799346924,S2_meanrev
2018-09-23,0,0,6.845900058746338,S2_meanrev
2018-09-30,0,0,6.880300045013428,S2_meanrev
