asset,freq,dataset,family,family_id,params,sharpe,max_dd,ann_return
BTC,D,base,HYBRID_CONF,HYB_CONF_MLP_TA_RSI14_65-35_prob055,,0.3410225896433524,-0.2970284972877124,0.0475990043386813
BTC,D,base,HYBRID_CONF,HYB_CONF_MLP_TA_RSI14_65-35_prob060,,0.3410225896433524,-0.2970284972877124,0.0475990043386813
BTC,D,base,HYBRID_CONF,HYB_CONF_MLP_TA_RSI14_70-30_prob052,,0.1178332948662032,-0.211835886700536,0.0067625539450852
BTC,D,base,HYBRID_CONF,HYB_CONF_MLP_TA_RSI14_70-30_prob055,,0.1178332948662032,-0.211835886700536,0.0067625539450852
BTC,D,base,HYBRID_CONF,HYB_CONF_MLP_TA_RSI14_70-30_prob060,,0.1178332948662032,-0.211835886700536,0.0067625539450852
BTC,D,base,HYBRID_CONF,HYB_CONF_MLP_TA_RSI21_65-35_prob052,,0.2353560254929166,-0.1601601680596029,0.0229937917561247
BTC,D,base,HYBRID_CONF,HYB_CONF_MLP_TA_RSI21_65-35_prob055,,0.2353560254929166,-0.1601601680596029,0.0229937917561247
BTC,D,base,HYBRID_CONF,HYB_CONF_MLP_TA_RSI21_65-35_prob060,,0.2353560254929166,-0.1601601680596029,0.0229937917561247
BTC,D,base,HYBRID_CONF,HYB_CONF_MLP_TA_RSI21_70-30_prob052,,0.2177149886303525,-0.179639962701774,0.0166615604656157
BTC,D,base,HYBRID_CONF,HYB_CONF_MLP_TA_RSI21_70-30_prob055,,0.2177149886303525,-0.179639962701774,0.0166615604656157
BTC,D,base,HYBRID_CONF,HYB_CONF_MLP_TA_RSI21_70-30_prob060,,0.2177149886303525,-0.179639962701774,0.0166615604656157
BTC,D,base,HYBRID_CONF,HYB_CONF_RF_TA_MACD_12-26-9_prob052,,-0.0591163960195337,-0.5024439836345823,-0.0573361485570729
