Date,signal,position,Close,strategy
2016-08-21,0,1,48.52000045776367,S1_trend
2016-08-28,0,1,47.63999938964844,S1_trend
2016-09-04,0,1,44.43999862670898,S1_trend
2016-09-11,0,1,45.880001068115234,S1_trend
2016-09-18,0,1,43.02999877929688,S1_trend
2016-09-25,0,1,44.47999954223633,S1_trend
2016-10-02,0,1,48.2400016784668,S1_trend
2016-10-09,0,1,49.810001373291016,S1_trend
2016-10-16,0,1,50.34999847412109,S1_trend
2016-10-23,0,1,50.84999847412109,S1_trend
2016-10-30,0,1,48.70000076293945,S1_trend
2016-11-06,0,1,44.06999969482422,S1_trend
2016-11-13,0,1,44.65999984741211,S1_trend
2016-11-20,0,1,45.68999862670898,S1_trend
2016-11-27,0,1,46.060001373291016,S1_trend
2016-12-04,0,1,51.68000030517578,S1_trend
2016-12-11,0,1,51.5,S1_trend
2016-12-18,0,1,51.900001525878906,S1_trend
2016-12-25,0,1,53.02000045776367,S1_trend
2017-01-01,0,1,53.720001220703125,S1_trend
2017-01-08,0,1,53.9900016784668,S1_trend
2017-01-15,0,1,52.369998931884766,S1_trend
2017-01-22,0,1,52.41999816894531,S1_trend
2017-01-29,0,1,53.16999816894531,S1_trend
2017-02-05,0,1,53.83000183105469,S1_trend
2017-02-12,0,1,53.86000061035156,S1_trend
2017-02-19,0,1,53.400001525878906,S1_trend
2017-02-26,0,1,53.9900016784668,S1_trend
2017-03-05,0,1,53.33000183105469,S1_trend
2017-03-12,0,1,48.4900016784668,S1_trend
2017-03-19,0,1,48.77999877929688,S1_trend
2017-03-26,0,1,47.970001220703125,S1_trend
2017-04-02,0,1,50.59999847412109,S1_trend
2017-04-09,0,1,52.2400016784668,S1_trend
2017-04-16,0,1,53.18000030517578,S1_trend
2017-04-23,0,1,49.619998931884766,S1_trend
2017-04-30,0,1,49.33000183105469,S1_trend
2017-05-07,0,1,46.220001220703125,S1_trend
2017-05-14,0,1,47.84000015258789,S1_trend
2017-05-21,0,1,50.33000183105469,S1_trend
2017-05-28,0,1,49.79999923706055,S1_trend
2017-06-04,0,1,47.65999984741211,S1_trend
2017-06-11,0,1,45.83000183105469,S1_trend
2017-06-18,0,1,44.7400016784668,S1_trend
2017-06-25,0,1,43.0099983215332,S1_trend
2017-07-02,0,1,46.040000915527344,S1_trend
2017-07-09,0,0,44.22999954223633,S1_trend
2017-07-16,0,0,46.540000915527344,S1_trend
2017-07-23,0,0,45.77000045776367,S1_trend
2017-07-30,0,0,49.709999084472656,S1_trend
2017-08-06,0,0,49.58000183105469,S1_trend
2017-08-13,0,0,48.81999969482422,S1_trend
2017-08-20,0,0,48.5099983215332,S1_trend
2017-08-27,0,0,47.869998931884766,S1_trend
